Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
005930,KR7005930003,삼성전자,KOSPI,,62900,1,800,1.29,62400,62900,62100,11614118,726295104112,375499322395000,5969782550,STK
373220,KR7373220003,LG에너지솔루션,KOSPI,,577000,1,3000,0.52,578000,579000,566000,264318,151429356000,135018000000000,234000000,STK
000660,KR7000660001,SK하이닉스,KOSPI,,88400,1,2900,3.39,85300,88700,85200,3180431,277976981700,64355409066000,728002365,STK
207940,KR7207940008,삼성바이오로직스,KOSPI,,797000,3,0,0.0,800000,803000,792000,86680,68975231000,56725678000000,71174000,STK
051910,KR7051910008,LG화학,KOSPI,,704000,1,6000,0.86,701000,704000,687000,238741,166149913000,49697009472000,70592343,STK
006400,KR7006400006,삼성SDI,KOSPI,,722000,2,-1000,-0.14,720000,725000,710000,171326,123208235000,49647990660000,68764530,STK
005935,KR7005931001,삼성전자우,KOSPI,,53000,1,600,1.15,52200,53000,52200,1232098,64959053900,43612995100000,822886700,STK
005380,KR7005380001,현대차,KOSPI,,177100,1,1000,0.57,177100,178300,175800,341408,60318965400,37462229712600,211531506,STK
035420,KR7035420009,NAVER,KOSPI,,199500,1,200,0.1,199600,201000,197800,586388,116774872500,32727792457500,164049085,STK
000270,KR7000270009,기아,KOSPI,,76900,1,900,1.18,76500,76900,76200,792849,60746059200,31172441384300,405363347,STK
005490,KR7005490008,POSCO홀딩스,KOSPI,,339000,1,7000,2.11,334000,344000,332500,822344,277960787000,28669646970000,84571230,STK
035720,KR7035720002,카카오,KOSPI,,60700,3,0,0.0,60600,61000,59900,1326335,80228639000,27047217579600,445588428,STK
247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,우량기업부,224000,2,-2000,-0.88,227500,229500,213000,2762048,609491323000,21907501056000,97801344,KSQ
068270,KR7068270008,셀트리온,KOSPI,,151200,2,-7400,-4.67,159100,159800,150400,901079,138406851100,21291906888000,140819490,STK
003670,KR7003670007,포스코케미칼,KOSPI,,265500,3,0,0.0,267000,267500,256000,858516,225235987000,20566484910000,77463220,STK
028260,KR7028260008,삼성물산,KOSPI,,108100,1,800,0.75,107200,108100,107000,188211,20277486600,20202493456100,186887081,STK
012330,KR7012330007,현대모비스,KOSPI,,213500,1,2000,0.95,212000,214000,211000,111625,23772157000,20129867569000,94285094,STK
105560,KR7105560007,KB금융,KOSPI,,47900,1,1200,2.57,47500,48450,47450,1680191,80575615400,19586169557200,408897068,STK
066570,KR7066570003,LG전자,KOSPI,,111800,2,-1700,-1.5,113000,113100,109000,1263322,139781816200,18295825605200,163647814,STK
055550,KR7055550008,신한지주,KOSPI,,35950,1,1100,3.16,35800,36150,35350,1523706,54726530100,18290816040550,508784869,STK
096770,KR7096770003,SK이노베이션,KOSPI,,163200,2,-3600,-2.16,168000,168500,161600,742201,121658966700,15090380044800,92465564,STK
003550,KR7003550001,LG,KOSPI,,83200,1,200,0.24,82500,83900,82500,163432,13579339200,13087442617600,157300993,STK
032830,KR7032830002,삼성생명,KOSPI,,62800,1,400,0.64,62600,63000,62300,135143,8462689800,12560000000000,200000000,STK
034730,KR7034730002,SK,KOSPI,,166100,1,1200,0.73,165500,166800,164200,124846,20638029100,12316203546900,74149329,STK
086790,KR7086790003,하나금융지주,KOSPI,,40750,1,650,1.62,40700,41200,40450,1330263,54283560850,12058066647000,295903476,STK
015760,KR7015760002,한국전력,KOSPI,,18400,1,20,0.11,18380,18500,18200,1167329,21428342020,11812139016800,641964077,STK
323410,KR7323410001,카카오뱅크,KOSPI,,24650,1,700,2.92,24200,24650,24100,1411520,34407271850,11751447177050,476732137,STK
033780,KR7033780008,KT&G,KOSPI,,85400,2,-2100,-2.4,87300,88700,83400,586707,50460644100,11724779243800,137292497,STK
009150,KR7009150004,삼성전기,KOSPI,,155400,1,500,0.32,155100,155900,153100,283010,43766879700,11607400358400,74693696,STK
086520,KR7086520004,에코프로,KOSDAQ,우량기업부,433500,2,-5500,-1.25,446000,449000,405500,1806881,771548477500,11183404389000,25797934,KSQ
017670,KR7017670001,SK텔레콤,KOSPI,,48500,1,100,0.21,48250,48600,48000,533028,25802475100,10613407484000,218833144,STK
010130,KR7010130003,고려아연,KOSPI,,534000,1,7000,1.33,527000,536000,527000,30046,16006501000,10606926372000,19863158,STK
066970,KR7066970005,엘앤에프,KOSDAQ GLOBAL,중견기업부,289000,2,-8000,-2.69,295500,301000,284500,1585538,461797419500,10409293324000,36018316,KSQ
034020,KR7034020008,두산에너빌리티,KOSPI,,16100,1,150,0.94,15960,16170,15820,3746813,59942433580,10276759331300,638308033,STK
011200,KR7011200003,HMM,KOSPI,,20050,1,310,1.57,19810,20100,19800,877604,17542242460,9805241894800,489039496,STK
000810,KR7000810002,삼성화재,KOSPI,,202500,1,2000,1.0,201500,203000,200500,41441,8369207500,9593404492500,47374837,STK
091990,KR7091990002,셀트리온헬스케어,KOSDAQ GLOBAL,우량기업부,60500,2,-5000,-7.63,66000,66500,59600,1888151,117436145100,9574276915500,158252511,KSQ
018260,KR7018260000,삼성에스디에스,KOSPI,,119400,1,500,0.42,119000,119800,118300,73507,8740467200,9238909320000,77377800,STK
051900,KR7051900009,LG생활건강,KOSPI,,588000,1,7000,1.2,588000,593000,576000,60010,35094394000,9183499836000,15618197,STK
329180,KR7329180004,현대중공업,KOSPI,,99700,1,2600,2.68,97700,101500,97700,279512,27951028200,8850679665200,88773116,STK
259960,KR7259960003,크래프톤,KOSPI,,179500,1,4600,2.63,174000,180300,171800,214545,38016303300,8838093555000,49237290,STK
010950,KR7010950004,S-Oil,KOSPI,,77900,1,1600,2.1,77700,79000,77100,280042,21815440700,8770199496800,112582792,STK
003490,KR7003490000,대한항공,KOSPI,,22700,1,150,0.67,22600,22800,22550,613513,13899104850,8358609004700,368220661,STK
036570,KR7036570000,엔씨소프트,KOSPI,,372500,1,500,0.13,372500,374000,367500,91557,34000941500,8177873195000,21954022,STK
316140,KR7316140003,우리금융지주,KOSPI,,11190,1,200,1.82,11130,11220,11090,1664838,18588948730,8146997543310,728060549,STK
009830,KR7009830001,한화솔루션,KOSPI,,41600,0,0,0.0,0,0,0,0,0,7957185475200,191278497,STK
011170,KR7011170008,롯데케미칼,KOSPI,,185900,1,9000,5.09,179500,187000,179500,252684,46453791600,7951950392100,42775419,STK
030200,KR7030200000,KT,KOSPI,,30050,2,-150,-0.5,30300,30300,29850,767770,23024460700,7846409830400,261111808,STK
024110,KR7024110009,기업은행,KOSPI,,9770,1,150,1.56,9680,9770,9650,633420,6164683600,7790850740130,797425869,STK
352820,KR7352820005,하이브,KOSPI,,187300,1,5200,2.86,181400,187800,178900,195777,36287569800,7745489385100,41353387,STK
090430,KR7090430000,아모레퍼시픽,KOSPI,,132300,1,1800,1.38,130800,133200,129600,187357,24670855000,7738592015700,58492759,STK
377300,KR7377300009,카카오페이,KOSPI,,55100,1,400,0.73,55000,55500,54700,294989,16241964500,7366208193900,133687989,STK
138040,KR7138040001,메리츠금융지주,KOSPI,,39400,1,400,1.03,39200,39900,38550,684239,26741009550,6865243938000,174244770,STK
011070,KR7011070000,LG이노텍,KOSPI,,267500,1,1500,0.56,264500,270000,262500,211814,56543535500,6330951122500,23667107,STK
086280,KR7086280005,현대글로비스,KOSPI,,157700,1,3600,2.34,155300,158400,155100,98301,15453743200,5913750000000,37500000,STK
028050,KR7028050003,삼성엔지니어링,KOSPI,,29900,1,750,2.57,29200,30100,29200,1273091,37873563450,5860400000000,196000000,STK
034220,KR7034220004,LG디스플레이,KOSPI,,16270,1,1330,8.9,15230,16880,15230,10912671,176790209280,5821661439000,357815700,STK
251270,KR7251270005,넷마블,KOSPI,,65200,1,1300,2.03,64300,65600,63400,221811,14396141800,5604168330400,85953502,STK
009540,KR7009540006,한국조선해양,KOSPI,,76000,1,2700,3.68,73300,76900,73300,357499,27039777700,5378756816000,70773116,STK
302440,KR7302440003,SK바이오사이언스,KOSPI,,69900,2,-900,-1.27,70800,71100,69600,147096,10295755000,5367204815400,76784046,STK
383220,KR7383220001,F&F,KOSPI,,139500,1,3500,2.57,136300,141400,136300,110640,15394937400,5343836962500,38307075,STK
271560,KR7271560005,오리온,KOSPI,,134700,1,200,0.15,136600,136600,132700,46644,6266632300,5325516980400,39536132,STK
402340,KR7402340004,SK스퀘어,KOSPI,,37350,1,450,1.22,36600,37500,36400,357365,13246781150,5283813776850,141467571,STK
005830,KR7005830005,DB손해보험,KOSPI,,72000,1,600,0.84,71800,72400,71000,113787,8152030800,5097600000000,70800000,STK
088980,KR7088980008,맥쿼리인프라,KOSPI,,12440,2,-30,-0.24,12450,12510,12420,429694,5351909970,5036278604680,404845547,STK
326030,KR7326030004,SK바이오팜,KOSPI,,61800,2,-700,-1.12,62900,62900,61300,90091,5558430200,4839758850000,78313250,STK
097950,KR7097950000,CJ제일제당,KOSPI,,321000,1,6500,2.07,315500,321000,314500,33768,10789057500,4832393706000,15054186,STK
012450,KR7012450003,한화에어로스페이스,KOSPI,,95300,1,2400,2.58,92500,96700,92500,694025,66013681600,4825039000000,50630000,STK
361610,KR7361610009,SK아이이테크놀로지,KOSPI,,66600,1,300,0.45,66500,67200,65300,222023,14669164600,4748419627200,71297592,STK
